다이렉트 인덱싱  체크리스트,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,투자성향,,,,,,,Factor,,,,,,,
427,4,2,3,3,1,4,3,0,1,0,0,1,0,0,1
428,3,2,2,3,1,2,1,0,0,0,0,0,0,0,0
429,4,5,5,3,2,1,2,1,1,1,0,0,0,1,0
430,5,2,2,4,3,3,5,1,1,0,0,1,0,0,1
431,5,3,4,3,1,4,1,0,0,0,0,0,1,1,0
432,1,4,4,1,4,1,4,0,0,0,0,1,1,0,0
433,4,2,3,1,5,5,1,1,1,0,0,1,1,1,0
434,2,2,1,3,1,3,1,1,0,1,0,1,0,0,0
435,2,4,1,4,1,2,1,1,0,0,1,0,0,0,0
436,1,5,1,1,5,2,3,1,1,1,1,0,0,0,1
437,5,2,1,1,4,3,1,1,1,1,0,0,0,0,0
438,1,5,2,4,5,3,4,1,0,0,1,0,0,1,1
439,4,1,1,1,5,1,4,1,1,1,0,1,1,1,1
440,1,5,1,5,1,5,4,1,0,1,0,1,0,1,0
441,4,3,2,1,5,1,2,0,1,1,1,0,0,1,0
442,5,2,5,3,2,4,4,1,0,1,0,0,0,1,0
443,1,1,1,4,4,5,4,0,1,1,0,0,0,0,1
444,3,2,2,4,1,2,3,0,1,0,1,0,1,0,1
445,1,5,4,5,3,3,4,0,0,1,1,0,1,1,0
446,3,4,4,4,4,5,5,1,0,0,0,0,1,0,1
447,1,5,2,2,5,4,3,1,1,1,1,1,0,0,0
448,4,4,3,2,3,1,4,0,1,0,1,0,1,0,0
449,4,2,2,3,1,3,4,1,1,1,1,1,1,0,1
450,3,5,5,2,1,4,5,1,1,1,0,0,1,1,0
451,4,2,5,4,5,3,4,0,1,1,1,0,0,0,1
452,2,1,1,1,2,5,4,0,0,0,1,0,0,1,0
453,4,5,5,1,4,3,1,0,0,1,0,1,1,1,1
454,3,4,4,5,4,5,2,0,0,1,0,1,1,0,1
455,4,3,3,2,5,2,4,0,0,0,0,1,0,0,1
456,4,2,5,5,3,5,4,0,1,0,1,1,1,1,1
457,1,1,2,1,1,5,3,0,0,0,0,0,0,0,1
458,3,4,3,1,5,2,5,1,1,1,0,0,1,0,1
459,1,5,4,4,3,3,1,1,0,0,1,1,1,1,0
460,3,4,1,1,1,4,1,1,1,1,0,1,0,1,0
461,5,4,5,5,1,5,4,0,0,0,1,1,1,0,1
462,1,3,4,4,3,4,3,0,1,1,1,0,1,1,0
463,4,5,4,3,2,1,5,0,0,0,0,1,0,1,0
464,2,1,2,5,2,5,2,0,0,1,1,0,0,0,1
465,5,4,3,2,3,4,5,1,1,1,0,0,1,1,1
466,5,5,1,3,5,1,2,0,0,1,1,0,1,1,1
467,3,5,3,1,2,4,4,1,1,1,1,1,1,0,0
468,4,5,5,4,4,5,4,1,1,1,1,0,0,0,1
469,2,3,3,4,1,1,4,1,1,0,1,1,1,1,1
470,2,1,3,3,1,2,2,0,1,1,0,0,1,1,1
471,3,4,4,1,4,5,4,0,0,1,0,1,0,0,0
472,3,3,4,3,1,5,1,1,0,0,0,1,0,1,0
473,4,1,4,2,1,5,4,1,0,1,0,0,1,1,0
474,4,5,2,5,3,2,1,1,1,0,0,0,1,0,1
475,5,5,3,1,5,3,5,1,1,0,0,1,0,0,1
476,5,5,3,5,1,1,3,1,1,1,1,1,1,0,1
477,4,2,1,5,1,3,4,1,1,1,0,1,1,1,1
478,5,5,3,3,2,4,5,0,1,1,1,0,1,1,1
479,5,3,4,5,1,5,2,1,0,0,1,0,1,0,0
480,1,4,3,2,5,4,5,1,1,1,0,1,0,1,1
481,4,5,2,1,4,1,2,0,0,0,1,0,1,1,1
482,3,1,1,2,1,3,4,0,0,0,1,1,1,0,1
483,2,3,1,5,1,1,3,0,1,0,0,1,1,1,1
484,4,1,2,5,4,3,4,1,1,1,0,0,0,0,0
485,5,2,2,3,4,1,5,0,0,1,0,1,1,1,1
486,2,1,4,1,1,4,3,0,0,0,1,1,1,1,1
487,1,1,2,4,1,5,1,0,0,0,0,0,1,1,0
488,2,5,5,4,1,5,5,0,0,1,0,0,0,1,0
489,5,4,3,4,5,5,1,1,0,1,1,0,0,0,0
490,1,4,1,1,4,3,1,0,0,1,1,1,0,0,0
491,5,5,3,1,3,5,4,1,0,1,0,1,1,0,1
492,4,5,2,5,5,5,2,0,0,1,0,0,0,1,0
493,2,2,3,4,1,1,2,1,0,0,0,1,0,1,1
494,4,1,5,4,4,5,2,0,0,1,0,0,0,1,0
495,2,5,1,2,1,3,5,0,1,1,0,1,0,0,1
496,2,3,1,3,2,3,5,1,0,0,1,0,0,1,1
497,4,1,4,1,2,1,3,0,1,1,0,0,0,0,1
498,1,1,2,1,3,4,4,0,1,1,1,0,1,1,0
499,2,5,5,1,5,2,2,1,0,0,1,1,1,1,1
500,5,1,3,1,1,3,5,0,1,1,1,1,0,0,0
501,1,3,1,1,1,4,3,0,1,1,0,1,0,0,0
502,2,5,3,4,5,1,5,0,1,1,1,0,1,0,1
503,1,3,2,5,2,3,1,1,0,0,0,0,0,0,1
504,4,4,2,1,5,2,5,1,1,1,0,1,0,0,1
505,2,2,2,4,2,5,3,0,0,1,1,1,1,0,0
506,5,2,4,5,3,3,2,1,1,0,1,1,1,0,1
507,5,3,2,2,2,2,1,1,0,1,1,1,1,0,0
508,2,2,1,5,5,5,2,0,1,0,0,0,1,1,0
509,2,1,2,3,2,4,1,1,1,0,1,0,1,0,1
510,1,1,4,2,1,3,3,1,0,1,0,1,0,1,1
511,2,5,2,2,2,5,4,0,0,1,1,0,0,0,0
512,2,2,4,1,3,2,3,1,0,0,0,0,0,0,0
513,3,2,1,5,3,2,5,0,1,1,0,0,1,0,0
514,3,4,3,2,4,4,5,0,0,0,1,0,0,1,1
515,1,4,5,3,2,3,4,1,0,0,0,0,0,0,0
516,1,3,1,5,3,1,5,1,1,1,1,0,0,0,1
517,2,2,3,5,4,4,3,1,1,1,1,0,0,0,0
518,2,3,4,3,2,4,4,1,1,0,1,1,1,0,1
519,1,1,5,2,4,5,3,1,0,0,1,1,1,0,1
520,4,1,1,4,3,4,2,0,1,1,0,0,0,1,0
521,2,3,2,5,1,5,4,0,1,1,1,0,0,0,1
522,4,3,4,1,5,2,5,0,0,1,1,1,0,0,0
523,4,5,3,1,2,1,3,0,0,0,0,1,1,1,0
524,3,1,5,4,3,5,3,0,0,0,1,1,0,0,1
525,5,4,2,5,3,2,2,0,1,1,1,0,1,1,0
526,5,2,2,2,4,4,3,1,1,0,0,1,0,0,0
527,3,5,1,5,1,1,1,0,0,1,0,1,0,1,1
528,5,2,3,4,1,1,3,1,1,1,1,0,0,1,0
529,3,5,3,4,5,5,1,0,0,0,1,0,1,1,0
530,5,5,4,1,5,5,2,1,0,0,0,0,1,1,1
531,3,3,2,5,4,1,1,1,0,0,0,1,0,0,1
532,4,1,3,2,1,1,2,0,1,0,1,1,0,1,0
533,5,1,3,1,1,3,2,0,1,0,0,1,0,1,0
534,5,2,1,2,2,2,4,1,1,0,1,1,1,0,0
535,4,5,4,1,3,4,3,1,0,1,0,0,1,0,1
536,4,5,4,3,5,3,5,1,0,1,1,0,1,1,1
537,4,5,4,2,1,2,4,0,1,0,1,0,1,0,1
538,3,2,5,5,3,4,5,1,1,1,0,0,0,0,0
539,4,3,2,3,5,1,4,0,1,0,1,0,0,1,0
540,3,3,1,5,1,5,3,1,1,0,0,1,1,1,0
541,5,3,3,4,5,2,3,1,0,0,0,1,0,1,0
542,3,4,5,1,2,1,2,1,1,1,0,0,1,1,0
543,2,5,3,4,4,3,4,0,0,0,1,0,0,1,1
544,2,2,5,5,3,5,3,0,0,0,0,0,0,1,1
545,5,1,4,4,2,3,2,0,0,1,0,1,0,1,1
546,2,4,3,1,2,4,2,0,1,1,0,1,0,0,0
547,2,2,4,4,3,2,4,1,0,1,0,1,0,1,0
548,2,5,3,3,4,3,5,0,0,1,0,1,0,1,0
549,5,4,2,4,5,4,2,0,0,1,1,1,1,0,1
550,1,5,5,3,5,4,2,0,0,0,1,1,0,1,1
551,4,2,1,4,5,4,5,0,0,1,0,0,0,1,0
552,1,5,3,3,2,3,5,1,0,1,1,0,1,1,0
553,3,4,4,4,2,1,5,1,0,1,1,0,1,0,1
554,4,4,2,1,4,3,2,1,0,1,0,1,0,1,0
555,4,5,2,4,5,5,4,0,0,1,0,1,0,0,0
556,3,3,5,1,1,1,4,0,1,1,1,1,1,1,1
557,4,5,4,1,4,4,2,1,1,1,1,1,0,0,0
558,3,3,3,2,5,5,5,0,1,1,1,1,0,0,1
559,3,5,2,3,2,4,4,1,1,1,1,0,0,1,1
560,3,5,3,1,5,3,4,0,1,0,0,1,1,1,1
561,1,2,3,5,3,2,1,1,1,0,0,0,0,1,0
562,3,2,1,5,5,2,4,0,1,1,1,1,0,1,1
563,5,3,4,3,1,4,1,1,0,0,1,1,0,1,0
564,4,4,3,1,4,1,3,1,0,0,0,1,0,0,1
565,4,3,1,4,4,2,4,1,0,1,1,1,0,0,0
566,2,1,1,4,2,1,2,0,1,0,0,0,0,0,1
567,5,5,2,4,1,1,3,1,0,0,1,1,0,1,0
568,1,4,5,1,2,1,5,1,0,0,0,0,1,0,0
569,2,2,2,2,1,3,1,1,0,0,1,0,1,0,0
570,2,1,5,1,1,2,3,0,1,0,0,1,0,0,1
571,5,1,2,1,2,5,3,0,0,1,0,1,1,1,0
572,5,4,1,3,2,5,3,1,1,0,0,0,0,1,1
573,3,4,2,3,5,2,4,0,0,0,0,1,1,0,1
574,2,3,4,3,1,3,2,1,1,1,1,1,1,0,1
575,4,4,4,5,5,1,1,0,0,1,0,1,0,1,0
576,2,2,4,4,5,1,1,0,1,0,0,1,1,0,1
577,5,3,3,5,1,1,1,1,1,1,0,1,0,1,1
578,2,3,4,1,4,3,4,1,1,0,1,0,1,1,0
579,2,5,5,4,2,4,3,0,1,1,0,0,1,1,1
580,1,1,2,3,3,5,3,0,0,0,1,1,1,0,0
581,1,1,4,4,1,3,4,1,1,0,0,1,1,1,1
582,4,4,5,4,4,3,4,0,1,0,1,1,0,0,0
583,4,3,4,4,1,4,2,0,0,0,0,1,1,1,0
584,2,1,4,2,4,3,5,1,1,1,0,0,0,0,1
585,1,4,3,4,4,5,3,0,1,0,0,1,0,1,1
586,3,2,1,2,5,3,2,1,1,0,0,0,1,1,0
587,5,3,2,2,4,5,2,0,1,1,0,1,1,1,1
588,4,3,1,1,3,2,2,0,1,0,1,0,0,1,0
589,2,4,3,1,4,1,5,0,0,1,1,1,0,1,0
590,1,4,1,4,2,4,2,1,0,1,0,0,1,1,0
591,3,1,4,5,1,4,4,0,1,0,1,1,1,0,1
592,5,5,1,2,2,3,2,0,0,0,1,1,1,1,0
593,3,5,4,2,5,1,3,1,0,0,1,0,0,1,1
594,3,5,1,1,1,2,3,0,0,1,0,0,1,0,0
595,5,3,3,1,4,5,4,1,0,0,0,1,1,1,0
596,5,1,4,1,1,1,1,0,0,1,0,0,0,0,0
597,1,3,4,3,3,1,3,1,0,0,1,0,1,0,0
598,2,5,2,2,4,5,1,1,0,0,1,0,1,0,0
599,5,5,4,5,4,2,1,1,0,0,1,0,0,1,0
600,1,5,3,4,2,4,2,0,1,0,1,1,0,0,0
601,1,4,5,5,5,3,2,0,1,1,1,0,0,0,1
602,1,3,4,1,1,4,2,1,1,0,1,1,1,1,1
603,5,5,2,4,5,4,2,1,0,1,0,0,1,0,0
604,4,4,4,4,1,1,5,1,1,0,0,1,1,1,0
605,4,4,3,3,4,4,2,1,0,0,0,0,0,1,0
606,1,2,1,5,3,3,4,1,1,0,1,1,0,0,0
607,1,3,3,5,3,1,5,1,0,0,0,0,0,1,0
608,1,2,4,2,2,4,5,1,1,1,1,0,0,1,1
609,3,3,1,5,3,4,5,1,1,1,1,0,0,1,1
610,2,2,1,1,1,4,2,0,0,1,1,1,0,0,0
611,4,2,2,5,2,1,3,0,1,1,0,0,1,1,0
612,1,3,4,3,3,2,4,0,0,1,0,1,0,0,1
613,4,2,2,5,5,3,1,1,1,1,1,1,0,1,0
614,3,3,1,2,5,2,3,1,1,0,1,1,0,1,1
615,5,5,2,1,2,1,2,0,1,0,1,0,0,0,0
616,4,1,3,5,4,5,3,0,1,1,1,0,0,0,0
617,2,2,2,4,3,5,5,1,1,0,0,0,1,1,0
618,2,1,5,2,1,3,5,0,0,0,1,0,0,1,1
619,5,5,1,5,1,2,5,0,0,1,0,1,1,1,0
620,3,4,1,2,1,1,4,1,1,0,0,1,1,0,1
621,1,4,2,1,3,1,4,0,0,1,1,1,1,1,1
622,4,4,5,1,4,3,2,1,0,0,0,1,0,0,1
623,3,1,1,4,3,3,5,1,0,0,0,0,0,1,0
624,3,5,3,3,4,3,5,1,0,0,1,0,1,1,0
625,5,4,5,1,2,2,4,1,0,1,0,0,0,1,1
626,4,1,3,4,1,5,1,1,0,0,0,1,1,0,0
627,4,2,2,2,2,3,3,1,0,1,0,0,1,1,0
628,1,2,1,2,1,3,2,1,1,1,0,0,1,1,0
629,4,5,2,1,2,2,1,0,1,0,1,1,1,0,1
630,4,3,3,1,3,3,5,1,1,0,1,0,0,0,0
631,5,3,4,5,1,1,5,1,1,0,0,1,0,0,1
632,5,4,4,1,1,5,2,1,0,1,1,1,1,0,1
633,5,2,2,2,3,3,4,0,1,0,0,1,0,0,1
634,5,4,1,3,3,1,5,1,1,1,1,0,0,0,1
635,4,3,1,3,1,4,1,1,1,1,0,1,1,0,0
636,3,4,5,1,2,1,2,1,0,0,0,0,1,0,0
637,2,4,1,5,3,5,2,0,0,0,0,0,1,0,0
638,3,5,2,5,5,1,3,1,1,1,1,0,1,1,1
639,4,3,3,5,4,4,4,1,1,0,0,1,0,1,1
640,5,5,4,5,5,3,3,1,0,0,0,1,1,0,0
641,4,1,2,5,4,4,5,0,1,1,0,0,1,0,1
642,2,3,2,5,1,3,1,1,0,1,1,1,0,0,0
643,5,4,5,1,2,4,4,0,1,1,0,1,1,0,0
644,2,2,5,4,3,4,1,0,0,0,1,0,0,0,1
645,4,3,5,1,1,5,3,1,1,1,0,1,1,1,0
646,4,4,3,4,1,4,4,1,0,1,1,0,0,1,0
647,4,1,5,5,1,5,3,1,1,0,1,0,1,1,1
648,3,5,1,2,5,5,5,0,0,1,1,1,0,1,0
649,1,5,1,4,4,1,4,0,1,0,1,0,1,0,0
650,3,1,4,1,2,5,2,1,0,1,0,0,1,1,1
651,1,3,3,5,2,1,4,0,1,0,0,0,0,0,0
652,2,1,1,1,5,4,3,0,0,1,1,0,1,1,1
653,2,2,3,1,5,2,3,1,1,0,1,1,1,1,0
654,3,5,2,2,2,5,3,0,1,0,1,1,0,1,0
655,3,5,1,5,5,4,5,0,0,0,0,0,0,0,0
656,1,3,3,4,2,2,4,0,1,0,1,0,1,0,0
657,3,2,5,2,5,1,2,0,1,1,0,0,1,0,1
658,5,3,1,5,2,3,4,1,0,1,1,0,1,0,0
659,2,4,4,1,1,3,3,1,0,0,1,1,0,1,0
660,5,4,4,5,3,1,4,0,0,1,0,0,0,0,0
661,3,5,2,4,5,1,3,0,1,1,0,0,1,1,0
662,5,3,3,4,1,4,4,0,1,1,1,1,0,1,0
663,4,1,1,5,3,4,3,0,0,1,1,1,1,0,1
664,1,2,4,5,2,4,4,1,1,1,1,1,0,1,1
665,3,5,5,2,3,2,4,0,1,1,0,1,1,1,1
666,2,5,3,1,5,3,2,0,0,1,0,1,0,1,0
667,4,1,4,2,3,2,5,0,0,1,0,1,0,0,0
668,3,5,3,5,5,5,2,1,1,1,1,1,1,0,1
669,2,5,5,5,3,3,2,1,1,1,0,0,1,0,1
670,3,1,1,1,5,3,5,0,0,1,0,0,0,1,0
671,3,5,5,5,3,5,5,0,1,1,1,1,1,1,1
672,4,2,3,2,2,1,4,0,1,0,0,0,0,0,0
673,2,1,5,4,3,3,2,1,0,0,0,1,0,1,1
674,5,4,4,4,4,4,3,0,0,1,1,1,1,0,0
675,4,1,1,1,1,5,4,0,0,1,1,0,1,1,1
676,1,4,3,4,2,1,4,1,1,0,0,1,1,0,1
677,5,4,3,2,1,1,2,0,0,1,0,1,1,0,0
678,4,3,5,3,4,5,4,0,0,1,1,1,0,0,0
679,1,5,1,1,5,4,3,1,1,0,0,0,1,0,0
680,5,3,3,3,4,3,3,1,1,1,0,0,1,1,1
681,3,5,2,4,2,3,3,0,1,1,1,1,1,0,1
682,5,5,5,4,1,3,4,1,0,0,0,1,1,0,1
683,3,4,4,1,3,4,1,0,1,1,0,0,0,0,1
684,1,4,4,2,3,4,2,1,0,1,0,1,0,0,0
685,1,3,3,2,3,3,2,0,0,1,1,0,0,0,1
686,4,4,2,5,2,2,4,0,0,1,1,1,1,0,0
687,3,3,4,3,1,3,2,1,0,1,1,0,0,0,0
688,2,4,1,5,1,1,4,1,0,1,1,1,0,0,1
689,3,1,2,5,5,5,1,1,1,0,0,0,1,0,0
690,2,1,2,1,2,5,5,1,1,0,0,0,0,1,0
691,5,1,1,1,1,1,2,0,0,0,0,1,1,0,1
692,5,4,2,2,1,3,3,0,1,1,1,1,1,0,1
693,5,4,2,5,3,1,3,1,1,1,1,1,1,1,1
694,1,4,3,3,4,3,2,0,1,1,0,1,1,0,0
695,3,3,1,3,3,1,1,1,0,0,1,0,0,0,1
696,2,5,5,1,3,5,2,0,0,1,0,0,0,1,0
697,3,1,2,3,3,2,3,0,1,1,1,0,1,0,1
698,2,1,4,5,3,1,2,0,1,0,1,0,1,0,1
699,1,3,5,5,4,4,1,0,1,1,0,0,1,0,1
700,1,4,3,4,3,4,3,0,1,0,0,0,1,0,1
701,4,3,4,4,2,3,4,1,0,0,1,1,1,0,0
702,4,1,5,5,4,4,1,0,0,1,1,0,1,1,0
703,2,2,1,3,1,5,4,0,1,1,0,0,0,1,1
704,3,5,5,4,1,4,3,0,1,1,1,0,0,0,0
705,1,3,1,2,1,4,1,0,1,1,0,1,0,0,1
706,5,5,5,1,4,3,3,0,1,1,1,1,1,0,1
707,1,1,3,4,3,5,4,0,0,1,1,0,0,1,1
708,5,5,5,1,2,1,3,0,1,0,1,0,1,0,1
709,5,1,4,3,3,1,3,0,0,0,1,0,0,1,0
710,5,4,2,1,1,3,5,0,0,1,1,0,1,0,0
711,2,3,5,3,1,4,1,1,1,0,1,0,0,0,0
712,4,4,2,4,5,1,5,1,1,0,1,1,0,1,1
713,4,5,2,5,5,2,5,1,0,1,1,1,0,0,0
714,3,3,3,2,5,1,3,0,0,1,1,0,0,0,0
715,5,2,3,1,1,4,5,0,1,0,1,0,1,1,1
716,2,5,2,1,3,4,2,1,0,1,0,1,0,0,1
717,4,1,4,3,3,3,2,0,1,1,0,1,0,1,0
718,1,2,2,5,3,3,3,0,1,1,1,0,0,1,1
719,4,3,1,2,2,3,2,0,0,0,1,0,0,0,1
720,2,5,2,3,2,3,1,1,0,0,1,1,0,1,1
721,2,1,3,1,3,5,2,1,0,0,0,0,0,0,1
722,4,2,1,3,3,2,3,0,1,0,0,0,1,1,0
723,5,2,3,5,2,2,3,0,1,0,1,0,1,1,0
724,5,4,1,4,5,4,3,1,1,0,1,1,0,1,1
725,3,5,3,5,3,4,3,0,1,1,1,0,1,1,0
726,3,2,2,2,4,3,3,0,0,1,0,0,1,0,1
727,1,2,5,3,1,3,4,0,1,0,0,1,0,1,1
728,5,5,2,5,4,2,1,0,0,0,0,0,0,0,0
729,1,2,5,4,3,2,1,0,0,0,1,1,0,1,0
730,5,1,5,2,3,3,4,0,1,0,1,1,1,0,1
731,4,5,3,5,4,3,4,0,1,1,1,0,1,0,0
732,5,3,1,4,4,1,1,0,1,1,1,1,0,0,1
733,3,2,2,5,5,3,5,1,0,1,0,1,0,1,0
734,1,3,2,2,2,3,1,1,1,1,0,0,1,1,1
735,1,1,3,3,1,1,2,1,1,1,0,0,0,1,1
736,3,2,3,1,5,1,4,0,1,1,0,1,0,1,1
737,4,1,4,3,1,2,1,1,0,0,0,0,1,0,1
738,3,5,3,2,1,4,5,1,1,1,1,1,1,1,0
739,5,4,3,1,2,2,2,1,1,0,0,0,0,0,0
740,4,5,2,2,4,2,1,1,0,0,0,0,0,0,0
741,2,4,5,3,1,5,2,1,0,0,1,0,1,0,1
742,2,5,5,5,2,4,1,1,1,0,0,1,0,1,1
743,2,3,3,5,2,3,2,1,1,0,0,0,1,1,0
744,4,2,4,1,5,4,2,1,0,1,1,0,0,1,1
745,3,2,2,2,5,1,4,0,1,1,0,0,0,0,0
746,4,2,3,2,4,3,2,0,0,0,0,1,0,1,1
747,5,1,3,1,1,4,5,1,1,1,0,0,1,1,0
748,4,1,5,4,2,1,1,0,1,0,1,1,0,1,1
749,2,2,5,2,5,3,5,0,1,0,1,0,0,0,0
750,5,5,5,2,5,4,4,0,0,1,0,0,1,0,0
751,1,5,3,5,5,5,3,1,0,0,0,0,0,0,1
752,2,1,1,1,3,1,2,0,1,0,1,0,0,0,0
753,4,3,4,3,4,5,2,1,0,0,1,1,1,0,0
754,2,4,4,3,1,2,3,0,0,1,0,1,0,0,1
755,4,2,5,3,5,4,4,0,0,1,1,1,1,0,1
756,2,3,3,5,3,2,1,0,1,0,0,0,0,0,1
757,3,5,4,3,5,2,2,1,1,0,1,1,0,0,1
758,1,5,5,1,3,4,3,1,0,0,1,1,1,1,0
759,5,2,4,3,5,2,4,1,1,1,0,0,1,0,0
760,2,2,5,2,4,4,5,1,1,1,0,0,1,1,0
761,1,1,4,2,2,1,1,0,1,1,1,1,0,1,0
762,1,3,5,3,4,4,5,1,0,0,0,0,1,0,1
763,1,3,3,1,4,2,5,1,1,0,1,0,0,0,1
764,2,3,3,3,2,2,1,0,0,1,1,1,0,0,1
765,3,5,5,2,1,2,1,1,0,1,0,1,1,1,1
766,5,5,5,3,5,3,5,0,0,1,1,0,0,1,0
767,1,1,1,3,2,2,1,1,1,0,1,0,1,1,0
768,5,5,3,1,5,3,3,0,1,1,1,0,1,1,0
769,1,3,2,1,2,1,4,0,0,0,0,0,1,1,1
770,4,1,1,1,4,2,4,1,0,0,1,1,0,1,1
771,3,2,4,3,1,5,5,0,0,1,1,0,0,0,1
772,5,2,5,5,5,2,2,0,1,1,0,1,1,1,1
773,3,1,4,2,1,2,3,0,0,1,0,1,1,1,0
774,4,4,5,2,4,1,5,0,1,1,0,1,1,1,0
775,3,5,4,5,5,4,5,1,0,1,0,1,1,1,1
776,1,1,2,4,2,2,3,0,1,0,0,0,1,1,0
777,3,3,3,1,5,1,5,0,0,1,0,1,1,1,0
778,5,4,4,5,2,1,3,1,1,1,0,0,0,0,0
779,3,1,3,4,3,5,4,1,1,0,1,0,1,0,0
780,1,4,5,4,4,3,5,1,1,0,0,1,1,1,0
781,4,4,3,1,1,2,1,1,1,0,0,0,1,1,1
782,5,5,2,2,4,2,2,1,1,1,1,1,0,1,1
783,4,3,5,3,1,2,4,0,0,0,1,1,1,0,1
784,3,2,4,2,3,3,5,1,1,1,0,1,0,0,1
785,5,1,3,5,5,1,2,0,0,1,1,0,1,1,1
786,1,3,5,2,5,5,3,1,1,0,0,0,0,1,0
787,4,3,4,4,4,2,1,0,1,0,1,0,1,0,1
788,4,2,3,5,4,4,1,1,1,1,0,0,0,0,0
789,2,3,1,4,2,2,5,1,1,1,1,0,1,1,0
790,4,1,5,2,3,2,1,0,0,1,1,1,1,0,1
791,1,5,4,1,5,4,4,0,1,1,0,1,1,0,0
792,2,4,5,3,2,3,3,0,1,1,1,1,1,1,0
793,2,1,4,5,2,3,3,0,1,1,1,0,1,1,0
794,4,4,2,1,2,5,2,0,1,1,1,0,1,1,0
795,3,5,2,3,4,2,2,1,1,0,0,0,0,0,1
796,5,5,3,1,3,3,3,0,1,1,0,0,0,0,0
797,3,4,5,1,3,3,2,0,1,1,0,0,1,0,0
798,4,2,2,4,3,2,5,0,0,0,1,1,1,0,0
799,3,2,5,5,3,5,1,0,1,1,1,0,1,0,0
800,1,2,4,3,4,2,5,1,0,0,1,0,0,1,1
801,5,4,2,2,2,5,4,1,1,0,0,1,0,0,0
802,2,1,1,2,2,5,2,1,1,0,0,0,1,0,0
803,1,1,2,2,1,1,2,1,0,0,0,0,0,1,1
804,2,4,4,3,2,4,4,0,0,0,0,1,1,0,1
805,2,2,5,3,4,4,3,1,1,0,1,0,1,1,0
806,3,5,2,5,2,3,1,1,0,0,0,0,0,1,0
807,5,2,3,2,3,1,2,1,1,1,1,1,1,1,0
808,3,5,1,3,2,4,1,1,1,0,0,1,1,1,0
809,4,1,3,1,5,3,2,1,0,1,0,1,1,1,1
810,1,4,2,3,5,1,2,1,0,1,0,1,0,1,0
811,4,5,5,4,5,5,4,1,0,0,1,0,1,1,1
812,2,1,2,1,4,2,1,1,1,0,1,0,1,0,1
813,3,2,1,2,4,3,4,1,1,0,0,1,1,1,1
814,5,1,4,3,2,5,5,0,1,0,0,1,1,0,0
815,2,4,4,3,5,3,5,1,1,0,1,0,1,0,0
816,4,3,1,4,2,2,1,0,1,0,0,1,0,1,0
817,1,2,3,3,3,1,5,0,1,1,0,1,1,1,0
818,5,4,2,3,4,1,4,1,1,0,1,1,0,0,1
819,4,2,1,2,5,4,5,0,1,0,1,0,0,1,1
820,1,3,1,3,3,4,5,1,0,1,0,0,0,1,1
821,3,1,4,1,5,4,1,0,1,0,0,0,1,0,0
822,1,2,4,4,2,2,2,1,1,0,1,0,0,0,0
823,5,3,3,1,5,5,1,1,1,0,0,0,1,0,0
824,5,5,3,2,5,2,2,0,1,0,1,0,0,1,0
825,5,5,1,2,5,3,1,0,0,1,0,0,1,0,0
826,5,4,2,4,3,1,1,0,1,1,1,0,0,0,1
827,2,2,5,2,4,3,4,0,1,0,1,1,1,1,1
828,1,2,4,2,4,3,3,1,0,0,1,0,0,1,1
829,5,1,3,3,5,3,1,0,1,0,1,1,0,1,0
830,2,4,3,1,1,2,5,0,0,0,0,0,1,0,1
831,3,4,2,3,1,3,2,0,0,1,0,0,1,0,0
832,3,3,5,2,5,4,2,1,0,1,0,0,1,1,0
833,3,3,3,2,5,5,5,1,1,0,0,0,1,1,1
834,2,2,3,3,3,2,5,1,1,0,0,0,1,1,1
835,5,3,4,2,1,3,3,1,0,0,0,0,1,1,0
836,3,2,2,1,4,2,1,1,1,1,1,1,0,1,1
837,1,3,4,1,3,4,4,1,0,0,0,0,1,0,1
838,5,3,1,4,1,2,1,1,1,0,1,1,1,0,1
839,1,5,1,5,4,5,2,1,1,1,1,0,1,0,0
840,1,4,2,1,4,4,4,1,1,0,1,0,0,1,1
841,1,4,1,3,4,1,5,1,0,1,0,0,0,1,1
842,1,2,1,5,2,3,5,1,0,0,1,0,1,1,1
843,2,1,4,1,4,2,1,1,1,1,1,1,0,1,1
844,3,4,5,2,1,1,4,1,0,1,1,1,0,0,1
845,1,2,5,5,2,5,3,0,0,1,0,1,1,1,1
846,5,5,5,4,5,3,3,1,1,1,0,0,0,0,1
847,4,3,2,3,5,4,4,1,1,1,0,0,0,0,1
848,3,1,2,3,2,4,5,1,0,1,1,0,0,0,1
849,5,2,3,5,1,4,2,0,1,1,0,0,1,0,1
850,1,3,3,5,3,2,2,1,0,1,0,1,0,0,0
851,4,1,5,2,1,5,1,0,0,0,1,0,0,0,1
852,3,4,2,3,1,5,1,1,0,0,0,0,0,0,1
853,4,1,3,1,1,4,3,1,1,0,1,0,1,1,0
854,3,2,4,5,2,3,5,1,0,0,1,0,0,1,0
855,5,3,1,5,4,4,4,1,0,1,1,1,1,0,1
856,5,2,4,2,4,5,1,0,1,0,0,0,1,0,1
857,4,3,4,2,3,2,3,1,1,0,1,1,1,1,1
858,3,4,5,1,4,1,4,0,1,0,1,0,1,0,1
859,4,1,1,3,3,1,2,1,0,0,0,0,1,0,1
860,2,4,1,5,5,3,3,1,1,1,1,1,0,1,0
861,2,4,1,4,1,2,1,1,1,1,1,0,1,0,0
